seller_id,seller_city,seller_state,total_items_sold,total_orders,total_revenue,total_freight,late_orders,avg_review_score,freight_share_ratio,late_delivery_ratio,on_time_delivery_ratio,seller_activity_tier,review_rating_tier,seller_trust_score,seller_risk_level
666658b8da8370f30e1f89893b1de5e6,sao paulo,sp,2,1,298.0,23.34,0,5.0,0.0726,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
f3c38ab652836d21de61fb8314b69182,sao paulo,sp,15,15,1581.0,247.59,0,4.27,0.1354,0.0,1.0,High Volume,Excellent,92.7,Low Risk
90b57083da5d803237da74daec6dcb2b,curitiba,pr,2,2,206.9,34.31,0,5.0,0.1422,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
45d33f715e24d15a6ccf5c17b3a23e3c,sorocaba,sp,61,59,4838.2300000000005,903.93,3,4.05,0.1574,0.0508,0.9492,High Volume,Good,87.96,Low Risk
1bb3812d5f0747a3ab7348f199001a10,sao paulo,sp,9,9,834.4000000000001,215.17,0,4.89,0.205,0.0,1.0,Mid Volume,Excellent,98.9,Low Risk
c33a5c3c983090c8b78a28e65052a20d,criciuma,sc,9,9,629.1,145.06,0,4.22,0.1874,0.0,1.0,Mid Volume,Excellent,92.2,Low Risk
003554e2dce176b5555353e4f3555ac8,goiania,go,1,1,120.0,19.38,0,5.0,0.139,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
16090f2ca825584b5a147ab24aa30c86,atibaia,sp,410,402,25716.44,5456.67,32,4.04,0.175,0.0796,0.9204,High Volume,Good,86.42,Low Risk
5659d77e8d90378e39b960ad5956f64e,taubate,sp,2,2,182.48000000000002,30.65,1,2.5,0.1438,0.5,0.5,Low Volume,Poor,50.0,High Risk
b561927807645834b59ef0d16ba55a24,sao paulo,sp,95,85,4501.99,1305.04,14,4.34,0.2247,0.1647,0.8353,High Volume,Excellent,85.16,Low Risk
28d162ab86bb49d719c32f0ee6186eaa,ribeirao preto,sp,1,1,109.99,17.21,0,4.0,0.1353,0.0,1.0,Low Volume,Good,90.0,Low Risk
e06f09ec0a4aca210779cf1cfc63cf19,sao paulo,sp,31,29,5279.49,621.92,2,4.02,0.1054,0.069,0.931,High Volume,Good,86.75,Low Risk
8c9348f33ae3dada25c99c99ade2af78,carapicuiba,sp,2,2,312.99,51.94,0,5.0,0.1423,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
da6a60cc8cc724fe51be021ff8be779c,sao pedro da aldeia,rj,13,12,728.79,255.79,0,4.77,0.2598,0.0,1.0,Mid Volume,Excellent,97.7,Low Risk
461ff5303b6c9c1a4a07f40c5aece516,pinhais,pr,3,3,102.69999999999999,58.73,0,3.67,0.3638,0.0,1.0,Mid Volume,Good,86.7,Low Risk
e82de6494d91d3c4c54450f59b227a94,ibitinga,sp,3,3,118.9,38.8,1,5.0,0.246,0.3333,0.6667,Mid Volume,Excellent,83.34,Low Risk
213b25e6f54661939f11710a6fddb871,salto,sp,194,155,15379.5,3460.46,14,3.79,0.1837,0.0903,0.9097,High Volume,Good,83.38,Low Risk
78c99c6dff4eeae5be99bf635ed21e3f,marilia,sp,39,31,2030.88,664.89,3,4.33,0.2466,0.0968,0.9032,High Volume,Excellent,88.46,Low Risk
a36ac007a4d18f865c8d32c3b2402c2d,barueri,sp,9,9,1359.7800000000002,177.19,0,2.56,0.1153,0.0,1.0,Mid Volume,Fair,75.6,Moderate Risk
a2e85714b56b1cb6bb24a9a6e6cad36f,miguelopolis,sp,3,2,339.70000000000005,40.74,0,1.0,0.1071,0.0,1.0,Low Volume,Poor,60.0,High Risk
6b333a05bf188ef3e1f1662a86bd9855,brasilia,df,13,12,3990.91,563.97,1,4.38,0.1238,0.0833,0.9167,Mid Volume,Excellent,89.64,Low Risk
56642bcb79900e777d68e91915cb4267,sao paulo,sp,56,48,3657.64,814.15,9,3.77,0.1821,0.1875,0.8125,High Volume,Good,78.32,Moderate Risk
41b86b552e54e3a7009596125aa8b167,sao paulo,sp,11,10,1595.3,234.61,0,4.36,0.1282,0.0,1.0,Mid Volume,Excellent,93.6,Low Risk
1d0997ff06b524ce9289ffd75114ecd3,recife,pe,3,3,3747.0,126.57,1,3.67,0.0327,0.3333,0.6667,Mid Volume,Good,70.04,Moderate Risk
73b8eb4a9a729d4019b24ed1be748cbf,campinas,sp,8,8,692.41,105.57,0,4.38,0.1323,0.0,1.0,Mid Volume,Excellent,93.8,Low Risk
a69aa24cec11168e7e39a3fbc727e925,carapicuiba,sp,3,3,105.97,34.32,0,5.0,0.2446,0.0,1.0,Mid Volume,Excellent,100.0,Low Risk
8ea394aed8138685abe1eb9f25e1021d,sorocaba,sp,2,2,1340.0,77.6,0,4.0,0.0547,0.0,1.0,Low Volume,Good,90.0,Low Risk
8a130737016f838139d31878787a39c9,sao paulo,sp,62,56,4222.03,842.2900000000001,4,4.35,0.1663,0.0714,0.9286,High Volume,Excellent,89.93,Low Risk
f682e0f848abafc6f41e0d4e868c66ef,mairipora,sp,2,2,269.98,34.02,1,3.5,0.1119,0.5,0.5,Low Volume,Fair,60.0,High Risk
11742f81550ac064cc9a40f67151d9ad,catanduva,sp,2,2,781.9,49.11,0,5.0,0.0591,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
8a40ae794fa3f9892cee24bd5af0488b,curitiba,pr,6,6,739.85,206.41,2,3.17,0.2181,0.3333,0.6667,Mid Volume,Fair,65.04,Moderate Risk
0936e1837d0c79253456bbb2ffaaef10,sao paulo,sp,2,1,38.9,31.12,0,5.0,0.4444,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
850f4f8af5ea87287ac68de36e29107f,sao paulo,sp,192,187,45355.36,3114.41,9,4.29,0.0643,0.0481,0.9519,High Volume,Excellent,90.5,Low Risk
4dc2e811a1760953cb7c6a590b498943,itapui,sp,1,1,175.0,24.84,0,5.0,0.1243,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
343e716476e3748b069f980efbaa294e,campinas,sp,24,17,922.5999999999999,312.1,1,4.0,0.2528,0.0588,0.9412,High Volume,Good,87.06,Low Risk
e9729944ba65dc3ce425e0c5a22ae7b2,petropolis,rj,4,4,916.7,61.73,1,3.75,0.0631,0.25,0.75,Mid Volume,Good,75.0,Moderate Risk
e0eabded302882513ced4ea3eb0c7059,campinas,sp,8,8,978.4000000000001,138.79,0,4.62,0.1242,0.0,1.0,Mid Volume,Excellent,96.2,Low Risk
643214e62b870443ccbe55ab29a4dccf,sao paulo,sp,68,66,3270.13,929.65,8,4.43,0.2214,0.1212,0.8788,High Volume,Excellent,88.24,Low Risk
0aa124728afc1131dff5655f4c6f487b,alfenas,mg,2,2,850.92,107.86,0,1.0,0.1125,0.0,1.0,Low Volume,Poor,60.0,High Risk
ce27a3cc3c8cc1ea79d11e561e9bebb6,sao paulo,sp,164,135,10682.65,2329.22,2,3.87,0.179,0.0148,0.9852,High Volume,Good,87.96,Low Risk
da4d149c0ddbac90557103ac0a0ec356,sbc,sp,1,1,730.0,45.98,0,3.0,0.0593,0.0,1.0,Low Volume,Fair,80.0,Moderate Risk
0241d4d5d36f10f80c644447315af0bd,curitiba,pr,246,238,31397.7,6853.91,11,4.31,0.1792,0.0462,0.9538,High Volume,Excellent,90.79,Low Risk
272f092de69afedd4d2969440b37f18f,sao paulo,sp,40,26,1935.3300000000002,536.01,0,3.99,0.2169,0.0,1.0,High Volume,Good,89.9,Low Risk
d1aa1ec0839dcab73a6161130eb1f94a,curitiba,pr,1,1,119.9,16.14,1,4.0,0.1186,1.0,0.0,Low Volume,Good,40.0,High Risk
8e8a7ce9f2f970dc00e2acf6f6e199f6,sao goncalo,rj,66,65,9101.0,1183.82,4,4.03,0.1151,0.0615,0.9385,High Volume,Good,87.22,Low Risk
d7827b2af99326a03b0ed9c7a24db0d3,londrina,sp,1,1,1455.0,101.7,0,5.0,0.0653,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
3935fe5fe0f82787a9dcb8deb62be09d,sao paulo,sp,17,16,1681.69,419.65999999999997,2,3.94,0.1997,0.125,0.875,High Volume,Good,83.15,Low Risk
119d1aef1b4144adba89163f6cd9f5d4,pedreira,sp,4,4,1094.0,204.24,0,4.75,0.1573,0.0,1.0,Mid Volume,Excellent,97.5,Low Risk
9a1aea68d3efa00862ec88c0768037d0,catanduva,sp,8,7,1309.2,192.51,0,4.38,0.1282,0.0,1.0,Mid Volume,Excellent,93.8,Low Risk
a9b533a26e898b12e8b8d4c07279bf4d,rio de janeiro,rj,4,4,119.6,71.46,0,5.0,0.374,0.0,1.0,Mid Volume,Excellent,100.0,Low Risk
5b51032eddd242adc84c38acab88f23d,borda da mata,mg,14,12,3280.0,268.95,0,3.79,0.0758,0.0,1.0,Mid Volume,Good,87.9,Low Risk
8cc6a0e5738e61a87b03c78b2ba9db4b,andradas,mg,26,24,13312.4,525.82,2,4.15,0.038,0.0833,0.9167,High Volume,Good,87.34,Low Risk
c53bcd3be457a342a97e39e5a9f0be22,neopolis,se,5,5,509.5,186.09,0,3.2,0.2675,0.0,1.0,Mid Volume,Fair,82.0,Low Risk
f4db9b37944bcb8873e6b456ee190bbf,itaquaquecetuba,sp,22,21,3409.78,500.16,2,4.55,0.1279,0.0952,0.9048,High Volume,Excellent,90.74,Low Risk
729b2d09b2a0bdab221076327f13d050,mineiros do tiete,sp,61,49,1822.11,946.55,2,4.52,0.3419,0.0408,0.9592,High Volume,Excellent,93.16,Low Risk
18e694e0e48ed6f7aa3f24aade5fd697,varzea paulista,sp,34,31,701.54,504.23,1,4.68,0.4182,0.0323,0.9677,High Volume,Excellent,95.18,Low Risk
30a81d8cf85fb2ada1b1b094c9583a95,sao paulo,sp,20,17,1245.42,168.1,0,4.85,0.1189,0.0,1.0,High Volume,Excellent,98.5,Low Risk
6561d6bf844e464b4019442692b40e02,franco da rocha,sp,1,1,41.9,7.55,0,5.0,0.1527,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
e64d65bc8dbec2accda90c58de5d1246,rio claro,sp,12,12,1678.8000000000002,221.16,3,3.08,0.1164,0.25,0.75,Mid Volume,Fair,68.3,Moderate Risk
3903c788ded8dc03b5ebab37a2f3e9a1,carapicuiba,sp,5,5,119.97999999999999,51.269999999999996,1,4.0,0.2994,0.2,0.8,Mid Volume,Good,80.0,Moderate Risk
63191ead8d3b2f937cd1996fdcbbad20,jundiai,sp,1,1,367.0,53.29,0,5.0,0.1268,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
67bf6941ba2f1fa1d02c375766bc3e53,curitiba,pr,22,16,5610.0,1419.68,1,4.0,0.202,0.0625,0.9375,High Volume,Good,86.88,Low Risk
897060da8b9a21f655304d50fd935913,ribeirao preto,sp,430,317,23023.92,6863.55,46,3.39,0.2296,0.1451,0.8549,High Volume,Fair,76.65,Moderate Risk
76c47a299e4a8fe992316a85865acbe9,ribeirao preto,sp,10,6,1024.46,221.88,2,4.8,0.178,0.3333,0.6667,Mid Volume,Excellent,81.34,Low Risk
d1b9d4be4b6f9ebd85f8acd6745ba612,nova lima,mg,11,11,1154.35,194.18,0,4.18,0.144,0.0,1.0,Mid Volume,Good,91.8,Low Risk
3ea08c48e851106d2f584349daba335f,barbacena,mg,1,1,170.0,22.94,0,4.0,0.1189,0.0,1.0,Low Volume,Good,90.0,Low Risk
389e45560e33d2d0747f949dcddbc08e,sao jose dos campos,sp,1,1,39.0,8.43,0,5.0,0.1777,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
b81e3a6c866a764974fe849821abeebd,maua,sp,11,8,836.1500000000001,216.86,0,4.55,0.2059,0.0,1.0,Mid Volume,Excellent,95.5,Low Risk
40536e7ca18e1bce252828e5876466cc,caieiras,sp,4,2,463.96,499.04,0,1.0,0.5182,0.0,1.0,Low Volume,Poor,60.0,High Risk
b494891378bd8f4560abe576c52deacd,sao paulo,sp,22,20,2958.9,311.92,0,4.64,0.0954,0.0,1.0,High Volume,Excellent,96.4,Low Risk
09f952a5f58d2285b0372551ae8f9b01,sao bernardo do campo,sp,56,50,11821.5,1524.96,3,3.88,0.1143,0.06,0.94,High Volume,Good,85.8,Low Risk
14d7985702e72162bbf13b6beb74ab2b,santo andre,sp,38,37,3887.0,554.0,4,4.34,0.1247,0.1081,0.8919,High Volume,Excellent,88.0,Low Risk
2c4c47cb51acd5ea5db5e0ae0e26542a,buritama,sp,15,12,2575.9,341.47,0,4.6,0.117,0.0,1.0,Mid Volume,Excellent,96.0,Low Risk
b416191c9813d821a295cfabafff4161,franca,sp,2,2,117.8,32.34,0,2.5,0.2154,0.0,1.0,Low Volume,Poor,75.0,Moderate Risk
9616352088dcf83a7c06637f4ebf1c80,umuarama,pr,98,92,5703.0,1787.57,0,4.24,0.2386,0.0,1.0,High Volume,Excellent,92.4,Low Risk
557f22c76691849db52d2abccf0015d0,morrinhos,go,14,13,865.8599999999999,326.7,0,3.15,0.2739,0.0,1.0,Mid Volume,Fair,81.5,Low Risk
968ee78631915a63fef426d6733d7422,erechim,rs,2,2,450.0,71.67,0,3.0,0.1374,0.0,1.0,Low Volume,Fair,80.0,Moderate Risk
533d46c1b06970e99f09523a61df4972,itapetininga,sp,2,2,159.98,32.64,0,4.5,0.1695,0.0,1.0,Low Volume,Excellent,95.0,Low Risk
1dd33b8119b3cb1056ed5dc88cd0aaf4,sao paulo,sp,8,8,1513.0,128.74,1,3.75,0.0784,0.125,0.875,Mid Volume,Good,81.25,Low Risk
ac137bac82ffa8548e62bd9d01d2a14f,sao paulo,sp,1,1,49.6,9.34,0,1.0,0.1585,0.0,1.0,Low Volume,Poor,60.0,High Risk
2dcf93836ae3ce0d7c93e2f10876467a,sao jose dos campos,sp,12,9,1443.8,178.64,2,4.17,0.1101,0.2222,0.7778,Mid Volume,Good,80.59,Low Risk
51702dc2a3e106c76dbff722b5bf0726,conchal,sp,14,13,2705.1,581.94,0,4.36,0.177,0.0,1.0,Mid Volume,Excellent,93.6,Low Risk
97512d3fc193b2d1dfcdba0f9d1f0f8a,sao paulo,sp,13,12,1458.8700000000001,341.55,1,4.31,0.1897,0.0833,0.9167,Mid Volume,Excellent,88.94,Low Risk
f3975e8a41157005d4bcbb358678cd9b,pinhalzinho,sc,2,2,178.8,83.97999999999999,0,5.0,0.3196,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
76d336555bb25f3165d2f0d6da719c40,sorocaba,sp,2,2,330.0,23.63,0,2.0,0.0668,0.0,1.0,Low Volume,Poor,70.0,Moderate Risk
f08a5b9dd6767129688d001acafc21e5,porto alegre,rs,18,11,14069.630000000001,496.11,0,3.44,0.0341,0.0,1.0,Mid Volume,Fair,84.4,Low Risk
ae45df84722b1d15c5f32b23a095746c,sao paulo,sp,12,9,901.83,163.66,0,4.83,0.1536,0.0,1.0,Mid Volume,Excellent,98.3,Low Risk
d197aa8fbc64087f61984deef05f6227,sao jose dos campos,sp,7,6,519.09,111.56,0,4.71,0.1769,0.0,1.0,Mid Volume,Excellent,97.1,Low Risk
afa6714acee029b2dfdf357e5579cc03,descalvado,sp,17,16,3220.7599999999998,382.82,2,4.06,0.1062,0.125,0.875,High Volume,Good,84.35,Low Risk
520b493b57809f446cb0a233bb3e25c7,santos,sp,73,63,3698.9,1063.97,1,4.38,0.2234,0.0159,0.9841,High Volume,Excellent,93.0,Low Risk
9b1ab052f5fca308ba743ac789ebb2e1,pitanga,pr,2,2,294.09000000000003,31.99,0,4.0,0.0981,0.0,1.0,Low Volume,Good,90.0,Low Risk
bab0a8cd684e41ba6e2637dca0979d3b,rio de janeiro,rj,1,1,269.9,19.14,0,5.0,0.0662,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
b83cedfb587e7911540e3f576d6917ce,sao paulo,sp,25,24,2224.95,343.8,1,4.24,0.1338,0.0417,0.9583,High Volume,Excellent,90.32,Low Risk
0ef83d7d83ed97cd2a0049ac8be5f88a,curitiba,pr,55,48,4421.01,1026.8,1,4.24,0.1885,0.0208,0.9792,High Volume,Excellent,91.36,Low Risk
d13e50eaa47b4cbe9eb81465865d8cfc,santo andre,sp,69,67,7155.05,857.79,6,4.81,0.1071,0.0896,0.9104,High Volume,Excellent,93.62,Low Risk
37303482a42fb700d8d127e70a9cd6c8,campinas,sp,2,2,148.89,22.490000000000002,0,3.0,0.1312,0.0,1.0,Low Volume,Fair,80.0,Moderate Risk
b2bdc5e7940a7d7ca8c4a37953b27a42,vargem grande do sul,sp,1,1,250.0,62.49,0,4.5,0.2,0.0,1.0,Low Volume,Excellent,95.0,Low Risk
5c6d4016c2a288f074fa0848a2b653d2,sao paulo,sp,35,32,3159.0,514.17,3,4.11,0.14,0.0938,0.9062,High Volume,Good,86.41,Low Risk
88cd3681e0a2ba85e190f7d817629c4c,brusque,sc,1,1,180.0,19.36,0,4.0,0.0971,0.0,1.0,Low Volume,Good,90.0,Low Risk
da8622b14eb17ae2831f4ac5b9dab84a,piracicaba,sp,1551,1314,160236.57,24955.75,99,4.06,0.1348,0.0753,0.9247,High Volume,Good,86.84,Low Risk
fe26f3ecb51a15e6d8335cd92da42562,sao paulo,sp,7,7,2708.96,262.59000000000003,1,4.43,0.0884,0.1429,0.8571,Mid Volume,Excellent,87.16,Low Risk
5151aea44289d6c6b090ee31c2132508,marilia,sp,7,7,1315.3,167.17,0,1.83,0.1128,0.0,1.0,Mid Volume,Poor,68.3,Moderate Risk
9c351405b754cc5ce3e2ecf277bb034a,sao paulo,sp,1,1,45.0,14.11,0,1.0,0.2387,0.0,1.0,Low Volume,Poor,60.0,High Risk
13511db12ac61e2f89c53b72a944a60b,caxias do sul,rs,6,6,798.0,265.97,0,3.5,0.25,0.0,1.0,Mid Volume,Fair,85.0,Low Risk
4b90495391ac0bd181a80a459df1e718,bage,rs,1,1,248.0,18.11,0,4.0,0.0681,0.0,1.0,Low Volume,Good,90.0,Low Risk
b37c4c02bda3161a7546a4e6d222d5b2,sao paulo,sp,15,4,24075.0,412.6,0,1.4,0.0168,0.0,1.0,Mid Volume,Poor,64.0,Moderate Risk
5f1dc28029d2c244352a68107ec2b542,sao paulo,sp,78,62,2807.3,996.16,2,4.43,0.2619,0.0323,0.9677,High Volume,Excellent,92.68,Low Risk
710e3548e02bc1d2831dfc4f1b5b14d4,rolandia,pr,142,136,23979.11,3875.96,5,3.4,0.1391,0.0368,0.9632,High Volume,Fair,82.16,Low Risk
485452467ff670447e84a8370c3fc898,taio,sc,3,3,175.7,139.74,0,4.67,0.443,0.0,1.0,Mid Volume,Excellent,96.7,Low Risk
4d8809767a5bafe22909c77951fb6b41,embu das artes,sp,1,1,50.0,8.72,0,5.0,0.1485,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
3ab971ce71839580d2ae5b4e40fe8044,sao paulo,sp,38,36,5002.900000000001,896.15,2,3.89,0.1519,0.0556,0.9444,High Volume,Good,86.12,Low Risk
9d4db00d65d7760644ac0c14edb5fd86,sorocaba,sp,100,98,9979.7,1533.11,4,4.52,0.1332,0.0408,0.9592,High Volume,Excellent,93.16,Low Risk
1dcfa3835714681d4ba4a93bc1e0fd41,birigui,sp,15,13,1278.5,323.6,0,3.86,0.202,0.0,1.0,Mid Volume,Good,88.6,Low Risk
6da1992f915d77be95d7fa48b36904af,sao paulo,sp,9,7,261.0,122.66,0,3.67,0.3197,0.0,1.0,Mid Volume,Good,86.7,Low Risk
d4f117125b59ce73c3302f88ee40c458,sao paulo,sp,17,17,783.29,215.32,0,4.82,0.2156,0.0,1.0,High Volume,Excellent,98.2,Low Risk
1de62b6f2fd96227629786db492433db,sp,sp,2,2,208.8,28.73,0,5.0,0.121,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
30a2f535bb48308f991d0b9ad4a8c4bb,santa barbara doeste,sp,87,71,4731.3,1084.06,3,4.25,0.1864,0.0423,0.9577,High Volume,Excellent,90.38,Low Risk
a36b125ac6d5fdbc7f50de85c9157bdc,ribeirao preto,sp,26,24,1843.64,388.99,2,4.04,0.1742,0.0833,0.9167,High Volume,Good,86.24,Low Risk
1336efc61c316ddf92c899eb817f7cae,assis,sp,85,74,4837.31,1517.98,7,3.94,0.2389,0.0946,0.9054,High Volume,Good,84.67,Low Risk
620c87c171fb2a6dd6e8bb4dec959fc6,petropolis,rj,798,740,114774.5,14135.21,65,4.21,0.1097,0.0878,0.9122,High Volume,Excellent,87.71,Low Risk
ab91571efab27993ff2f6b36e38055c3,sao paulo,sp,4,3,102.24,56.69,2,4.75,0.3567,0.6667,0.3333,Mid Volume,Excellent,64.16,Moderate Risk
63a79f5a7eb5cb48a7e5787b141c7993,patos de minas,mg,11,11,815.1,200.82999999999998,0,4.55,0.1977,0.0,1.0,Mid Volume,Excellent,95.5,Low Risk
070d165398b553f3b4b851c216b8a358,sao paulo,sp,39,32,3393.16,1003.5899999999999,4,3.5,0.2283,0.125,0.875,High Volume,Fair,78.75,Moderate Risk
b64d51f0435e884e8de603b1655155ae,garulhos,sp,23,17,416.18,357.36,4,4.13,0.462,0.2353,0.7647,High Volume,Good,79.54,Moderate Risk
9fc70243fb26800cba56e8f014797004,belo horizonte,mg,7,6,466.6,104.7,0,4.57,0.1833,0.0,1.0,Mid Volume,Excellent,95.7,Low Risk
1cbcd2ee0afb3fc09963b87eb65e7e4f,curitiba,pr,3,1,90.0,40.650000000000006,0,5.0,0.3111,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
344223b2a90784f64136a8a5da012e7f,gaspar,sc,1,1,10.9,16.79,0,2.0,0.6064,0.0,1.0,Low Volume,Poor,70.0,Moderate Risk
4c8b8048e33af2bf94f2eb547746a916,ibitinga,sp,27,23,2020.73,438.08,3,3.11,0.1782,0.1304,0.8696,High Volume,Fair,74.58,Moderate Risk
7a704e63bb29c446869efde5d57524c8,francisco beltrao,pr,1,1,94.49,15.41,0,5.0,0.1402,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
88460e8ebdecbfecb5f9601833981930,maringa,pr,302,248,31546.550000000003,4996.55,49,3.36,0.1367,0.1976,0.8024,High Volume,Fair,73.72,Moderate Risk
7d76b645482be4a332374e8223836592,sao paulo,sp,187,176,3843.93,2587.61,16,3.93,0.4023,0.0909,0.9091,High Volume,Good,84.76,Low Risk
296729ffb9b684050dd24836dac4494a,curitiba,sp,2,2,114.0,35.61,0,5.0,0.238,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
5f06030071324cc52bf0304014ac7234,marilia,sp,4,4,783.96,100.35000000000001,0,4.0,0.1135,0.0,1.0,Mid Volume,Good,90.0,Low Risk
c542f5a8c64d973f30e9df8d06f70b4a,sao paulo,sp,1,1,81.0,17.31,0,1.0,0.1761,0.0,1.0,Low Volume,Poor,60.0,High Risk
d36b07fd3c5088e477a72d1fccfe29d4,itapetininga,sp,1,1,328.9,10.96,0,5.0,0.0322,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
46ef1a25845fc051c2998d878354810c,claudio,mg,5,5,250.41,98.04,0,4.4,0.2814,0.0,1.0,Mid Volume,Excellent,94.0,Low Risk
a61cc04793308395a840807104365121,jarinu,sp,1,1,14.63,23.74,0,5.0,0.6187,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
cac4c8e7b1ca6252d8f20b2fc1a2e4af,indaiatuba,sp,83,75,4168.18,1554.3600000000001,15,3.53,0.2716,0.2,0.8,High Volume,Good,75.3,Moderate Risk
cc63f0dd2acba93ffed4fe9f8e0321fa,sao jose do rio preto,sp,63,55,7096.71,1399.97,0,4.05,0.1648,0.0,1.0,High Volume,Good,90.5,Low Risk
b29d3380981c51df13fc6fbe87e1763d,ribeirao preto,sp,7,6,435.3,98.58,0,4.0,0.1846,0.0,1.0,Mid Volume,Good,90.0,Low Risk
a53f60f05f822b5c621a50ff6a5cb362,uberlandia,mg,6,4,415.40000000000003,129.13,0,2.6,0.2371,0.0,1.0,Mid Volume,Fair,76.0,Moderate Risk
dbec9a0a7efeff029d4d9dce7dc4cc95,belo horizonte,mg,3,3,1170.0,118.59,0,4.0,0.092,0.0,1.0,Mid Volume,Good,90.0,Low Risk
8de8fe3af4449ed695d2434c933ed73e,sao paulo,sp,1,1,2090.0,65.35,0,5.0,0.0303,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
aa762680c40618316a896838866140ea,curitiba,pr,3,3,261.0,62.46,1,3.33,0.1931,0.3333,0.6667,Mid Volume,Fair,66.64,Moderate Risk
577719699805dd125d5b6fdde5943bba,nova petropolis,rs,8,8,1077.8000000000002,209.56,1,4.38,0.1628,0.125,0.875,Mid Volume,Excellent,87.55,Low Risk
13dd308f81fea30cc670c656b2b46cc3,santa barbara doeste,sp,3,3,117.69999999999999,33.440000000000005,0,5.0,0.2213,0.0,1.0,Mid Volume,Excellent,100.0,Low Risk
01fd077212124329bac32490e8ef80d9,ribeirao preto  sao paulo,sp,39,31,1208.0,575.36,1,4.31,0.3226,0.0323,0.9677,High Volume,Excellent,91.48,Low Risk
7a188843479798ca813108fa7b959286,sao paulo,sp,3,1,149.7,26.160000000000004,0,1.0,0.1488,0.0,1.0,Low Volume,Poor,60.0,High Risk
cb32766839f443db85c82a43c4a6c19e,rio claro,sp,2,2,234.0,31.51,0,3.0,0.1187,0.0,1.0,Low Volume,Fair,80.0,Moderate Risk
7aa538dd6e114e503a2e6154ea352253,catanduva,sp,5,5,1016.6800000000001,101.92,0,4.4,0.0911,0.0,1.0,Mid Volume,Excellent,94.0,Low Risk
e0a3c37054ade6478d923a6efc10f308,camboriu,sc,2,2,219.8,35.18,0,5.0,0.138,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
0d4c8269e7f0401201794deef160edd6,ribeirao preto,sp,4,3,792.64,99.39,0,4.0,0.1114,0.0,1.0,Mid Volume,Good,90.0,Low Risk
3d68c634a99a1ba46dbca3967a69c623,nova trento,sc,2,2,594.0,263.7,0,5.0,0.3075,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
8fbe2ee446b97e128471be4ce983dc0d,sorocaba,sp,3,3,148.5,40.0,1,3.0,0.2122,0.3333,0.6667,Mid Volume,Fair,63.34,Moderate Risk
e0b162a693bc7f9eab00f783a31d60ea,pelotas,rs,1,1,20.0,29.69,0,5.0,0.5975,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
1f867308a0ce13133a4e639ff4de0c02,curitiba,pr,13,7,875.1,209.82,0,4.54,0.1934,0.0,1.0,Mid Volume,Excellent,95.4,Low Risk
06a2c3af7b3aee5d69171b0e14f0ee87,sao luis,ma,405,392,36408.95,12141.29,78,4.0,0.2501,0.199,0.801,High Volume,Good,80.05,Low Risk
2e90cb1677d35cfe24eef47d441b7c87,sao paulo,sp,137,127,13894.710000000001,2887.4500000000003,16,4.04,0.1721,0.126,0.874,High Volume,Good,84.1,Low Risk
9315e491484b1b0081ca166fc164108d,londrina,pr,1,1,29.99,30.41,0,3.0,0.5035,0.0,1.0,Low Volume,Fair,80.0,Moderate Risk
adbc26658d6c7b4b6219f9d934598091,curitiba,pr,92,88,11806.4,1885.85,12,4.05,0.1377,0.1364,0.8636,High Volume,Good,83.68,Low Risk
0ffa40d54288e4f3499b8780dd0f144f,presidente prudente,sp,35,33,2162.8,583.67,4,4.4,0.2125,0.1212,0.8788,High Volume,Excellent,87.94,Low Risk
d05ae8f7a5bd1d2a690a44cd079e4e27,rio de janeiro,rj,81,78,13436.0,1159.43,5,3.79,0.0794,0.0641,0.9359,High Volume,Good,84.7,Low Risk
508808d438fe2ff972ed13bb8f4a82e2,sao paulo,sp,11,10,294.83,122.64,0,4.27,0.2938,0.0,1.0,Mid Volume,Excellent,92.7,Low Risk
28fb0829fd777877cdc350d25cb5bd5b,sao jose do rio pret,sp,4,4,499.6,69.66,0,3.75,0.1224,0.0,1.0,Mid Volume,Good,87.5,Low Risk
